senhJorth0,senhJorth1,senhJorth2,senhJorth3,senhJorth4,senhJorth5,senhJorth6,senhJorth7,senhJorth8,senhJorth9,senhJorth10,senhJorth11,senhJorth12,senhJorth13,senhJorth14,senhJorth15,senhJorth16,senhJorth17,senhJorth18,senhJorth19,senhJorth20,senhJorth21,senhJorth22,senhJorth23,senhJorth24,senhJorth25,senhJorth26,senhJorth27,senhJorth28,senhJorth29,senhJorth30,senhJorth31,senhJorth32,senhJorth33,senhJorth34,senhJorth35,senhJorth36,senhJorth37,senhJorth38,senhJorth39
"(0.011088212656949353, 125.70896101551187)","(0.01021903502310944, 127.5947257194888)","(0.007262619092002892, 155.9086572423263)","(0.006744522329738117, 185.90931719837522)","(0.008652486172582498, 154.70114424056007)","(0.007416389451926835, 141.69349492710253)","(0.007836885396073969, 133.64128953341273)","(0.0064281749815962765, 190.88876123339838)","(0.007126848839508424, 157.63980591959043)","(0.006418182378113691, 178.26713421109633)","(0.006510441114180184, 179.71366319659242)","(0.006751242041726826, 166.12134704339763)","(0.007807709694346239, 131.65469057878857)","(0.008222543746744467, 150.998434936567)","(0.008051160486839471, 136.2239513985682)","(0.006458553074679046, 169.55451837105727)","(0.007506602273723115, 162.49452061752567)","(0.00692425976048844, 174.36144278879542)","(0.006369597307443049, 168.75899270427684)","(0.007995227391785277, 134.2638750909661)","(0.0065961634559677925, 178.34469584190882)","(0.007163630368334965, 165.2980431081285)","(0.007597537571605034, 129.30291011260337)","(0.0065103411009147984, 176.9848318532072)","(0.008379775999092344, 125.13288455455177)","(0.006438248366028609, 184.32220231019684)","(0.007813414197990825, 139.3624822556669)","(0.006346200426292062, 180.42793382740282)","(0.007538908584825698, 130.52122658236917)","(0.008285990641940326, 134.8554649294704)","(0.007480977302953212, 129.69182119583468)","(0.007156485814871639, 148.361652529345)","(0.0003506967619431923, 5028.663885772788)","(0.0011979814208461983, 1307.6684729900478)","(0.00120597659203876, 1433.675907528782)","(0.0002805405369822901, 5115.515977260843)","(0.0006387501017488151, 2864.0605588612043)","(0.0006944350781536907, 2454.601443438796)","(0.0006337567305271118, 2636.7159230188486)","(0.0005690090737331794, 2872.4308443428563)"
"(0.011173336180278605, 124.82690207626094)","(0.011705676560619844, 116.9188488294182)","(0.007413565348355635, 158.20279674974952)","(0.006494400275550415, 184.36546795272864)","(0.006786413866908913, 175.3577972551381)","(0.007310667998871516, 146.21406189416683)","(0.00770684439605736, 137.94378386093376)","(0.00629363935883953, 186.46869245544812)","(0.007025830155163541, 161.14174769364755)","(0.0062706250714631845, 179.3514944593746)","(0.006415897484072522, 179.35246656452978)","(0.006662215304909602, 170.07181370908697)","(0.008515370211875773, 130.69940959880287)","(0.008012845147457811, 157.00908424524246)","(0.008712714869874748, 133.8222739986248)","(0.006242329940123812, 172.87263522644352)","(0.007204567879036056, 167.31560427854765)","(0.006885246350480827, 173.997686251513)","(0.0062053594442058055, 171.5198799946835)","(0.008896292467582242, 130.9307585647904)","(0.006447881432278438, 176.89630716756193)","(0.006589021602018726, 169.02188223041048)","(0.007715078701018147, 129.5917137424782)","(0.006345528052840149, 175.87736918834452)","(0.00835541553411684, 125.27211423315941)","(0.006551255312519794, 179.45453855853071)","(0.007497400010091794, 139.74053211334143)","(0.0061537662367690486, 180.17407348787333)","(0.0075517364736378935, 132.43556598990233)","(0.00812681802401007, 134.4920709702254)","(0.007598339746476831, 132.21709652497248)","(0.0069662801056997355, 155.6566467537524)","(0.0004374801846591719, 3771.1239965669)","(0.0017010690952662362, 945.3560527088678)","(0.0024065027323382213, 719.7066845061296)","(0.0003358370833171431, 4396.263974869924)","(0.0009477652028698, 1897.44012804877)","(0.0008364018696862084, 2043.5314202490792)","(0.0008735899991572253, 1913.741113419036)","(0.002011363365142257, 822.6007219178314)"
"(0.009182044221542562, 146.53463479006527)","(0.01084968588464277, 124.58857094373737)","(0.008280021302844257, 158.37649078774442)","(0.007886878542264093, 169.90782961141772)","(0.011777001166070054, 125.91953737079244)","(0.007425287514289863, 150.84789386014754)","(0.008820155734894076, 137.3417361798253)","(0.007835075199359474, 169.15056486206572)","(0.00997683123868848, 137.50917333976997)","(0.006874820330510802, 180.13052871460084)","(0.006924513521280929, 181.53411356632193)","(0.007850455564685745, 165.14711103282494)","(0.00908057203237674, 132.07875646588383)","(0.008255505814933861, 154.05797214631386)","(0.008830703205535527, 136.28137040612077)","(0.007017116323101761, 176.0301359169538)","(0.007261758602191851, 171.82183973413657)","(0.007143855000982589, 176.2528743355512)","(0.0069823399870009625, 173.41347801915623)","(0.008862304301196713, 133.6111146166512)","(0.007662374118541514, 168.93861473350245)","(0.010437719075673854, 135.93031767445757)","(0.008011858877197754, 132.52759913932496)","(0.006925832976580792, 177.82555357262552)","(0.010856737431765458, 123.51006676763376)","(0.008089057497803188, 166.08598490633813)","(0.011842592241622556, 121.27951527627147)","(0.0069684191138971304, 180.42862815638188)","(0.00854204673295682, 140.21060349095632)","(0.011976583028477837, 117.00355791351102)","(0.008120245227265687, 138.1698833078483)","(0.0075911521448167795, 161.00187851070098)","(0.0018903787851437274, 899.5051048227776)","(0.0006485555575117504, 2383.909282756887)","(0.0015987255404674298, 1142.0231372174276)","(8.45744329389153e-05, 17250.14591760274)","(0.0019297879192040884, 938.625616060974)","(0.0018253400418392436, 986.1426905888524)","(0.0015750383949515543, 1157.8183456710663)","(0.0002610241525313344, 6584.056780377002)"
"(0.00783042643204247, 161.21339739882367)","(0.009307834448154653, 135.96118224513074)","(0.006809881537345871, 156.9066090985789)","(0.006239108222924176, 193.01327437157474)","(0.008076463003142277, 159.4460199202436)","(0.006955393449453385, 143.81327024146)","(0.007315491208735121, 136.19540835523935)","(0.005725346481770107, 191.7938936297164)","(0.006627278533983322, 154.07966488989774)","(0.005812295027526287, 179.92849316727757)","(0.005887549292827993, 183.22565326035232)","(0.006221733518677997, 169.42701957228957)","(0.00775851083086149, 133.2154550617472)","(0.006336463025820507, 180.29753156351245)","(0.007929318082809408, 138.46319146734106)","(0.005915562848878825, 169.2661321658864)","(0.006473980987769467, 172.3061303629735)","(0.006054051900470151, 174.37655088262383)","(0.005871713724724749, 164.84497088944184)","(0.007966089593521079, 130.18984371959237)","(0.006147153892205289, 179.60253802105683)","(0.00645819729082961, 166.2088559463685)","(0.007414169269351016, 130.85902515103788)","(0.0059598903882974235, 176.2038527267057)","(0.00810435031096432, 126.9743731272423)","(0.005905345335662838, 183.8582098814035)","(0.007352978628020511, 137.8699830168797)","(0.005748332705509221, 178.90436439976094)","(0.007376558622472322, 131.0548730818803)","(0.0075556126945085286, 134.73679870523776)","(0.00730644738282875, 133.41783087974395)","(0.00665779513695026, 154.29496333514996)","(0.0010482061875483363, 1639.9790602129704)","(0.00044442305488196957, 3037.788063336421)","(0.00033593207684263094, 5093.7995696687285)","(0.0002692067483502245, 5745.041280012265)","(0.0016249081617150337, 1112.185936435249)","(0.0015849325281025069, 1074.8106192959135)","(0.0008219795430268456, 2048.650603085645)","(0.001003376509827141, 1650.4337364103073)"
"(0.008515898547282567, 154.00600573919425)","(0.00961157391785791, 133.14525597263872)","(0.006603788332198163, 158.75091954281802)","(0.005609280678733888, 203.2855700588)","(0.006985873561868561, 175.47129898635012)","(0.006950770125422786, 147.33986254060747)","(0.007420213336650721, 138.8069553318254)","(0.005281627908653761, 202.4641556404117)","(0.006349756632638955, 159.2016220191753)","(0.005566887055029972, 186.39494259659455)","(0.005594408131423889, 188.60370506181116)","(0.0060136543597257945, 173.37902140067592)","(0.007800782785257822, 131.2303853291818)","(0.006674508297732241, 173.71986720877874)","(0.008045532645721139, 136.72486385322927)","(0.005690475005838724, 174.74552369022854)","(0.006362524999201405, 180.20569619589898)","(0.005712876845630819, 186.12115917111143)","(0.005692891238123358, 171.9020095712891)","(0.007984482655661302, 132.29270318635932)","(0.00582223435622997, 187.4720470796099)","(0.006059959531396977, 171.73231558664332)","(0.0075171387700853935, 131.1826949397133)","(0.005710356251702946, 184.44270801043217)","(0.008180547685116373, 126.2437906372094)","(0.005809613517973836, 190.91559640141213)","(0.007171269102730366, 136.62251983557724)","(0.005451563629142767, 187.12037791215653)","(0.007331627351366698, 132.64233435022558)","(0.007678336986222467, 132.65203758603099)","(0.0073661062510997815, 131.86361466373933)","(0.006665409880751011, 152.36400878145352)","(0.0014968178381496507, 1165.4327082509724)","(0.0005626330382077735, 2486.515501229458)","(0.0008295590576751266, 2073.8782800356653)","(0.0005093303269160515, 3030.975947436465)","(0.002541871566933845, 722.4059268186323)","(0.001352234645145792, 1264.8044673653383)","(0.0018719584629726127, 899.7863169098753)","(0.0012611601623519415, 1299.7636573982086)"
"(0.010108840619338177, 135.15963313847737)","(0.010384541378786211, 125.44863730383527)","(0.007167945764496181, 152.51471519962794)","(0.00615783989400974, 190.33115107366683)","(0.007065112017539038, 170.6175135541366)","(0.007322088234725945, 140.30213355231675)","(0.00767614046602593, 133.5217041103268)","(0.006296084864193692, 187.3936162323972)","(0.007075863518274833, 154.08741923662512)","(0.006292456700317481, 173.92163760491172)","(0.0062587668135291935, 178.27051908320482)","(0.00661062784000392, 166.0252029029898)","(0.008067446093990798, 130.8696444865992)","(0.007580161174765297, 158.7495425986056)","(0.008423948278576504, 135.91214221351134)","(0.0064180558642479, 162.417710599476)","(0.007231851621630063, 166.93796701207648)","(0.006732338592645585, 172.86122677818773)","(0.0064550496594413, 162.00296529984135)","(0.008146167139389484, 130.79526436097447)","(0.006442470939705212, 174.67821507900024)","(0.006662771848516012, 161.28660794388446)","(0.007569712741659963, 129.17117499545262)","(0.006418765591949708, 172.26685324535146)","(0.008212190031500892, 124.1576372211761)","(0.006453610084674737, 180.03697673791427)","(0.0075635875223990685, 136.7086646275105)","(0.006228799952682462, 174.8485343566449)","(0.007528159641786773, 130.81601071027632)","(0.008227236711196021, 138.84110944035558)","(0.007581964637053133, 131.8324929648295)","(0.0071708993147139855, 149.8681725084488)","(0.00103031055738564, 1696.9590273055137)","(0.0014743207485502798, 1023.6052330948144)","(0.002158835538473213, 816.6254651023015)","(0.00016766964429707073, 8774.363186550627)","(0.0012190607980758377, 1481.8756790357304)","(0.0013262024883371158, 1301.172026665087)","(0.0015307498948127086, 1118.6017441617846)","(0.0006304481358477469, 2628.5381352572)"
"(0.009691091891161921, 139.78931254785198)","(0.010118989114697476, 127.95725721875867)","(0.007013632548360332, 162.4136209729365)","(0.005960245086451203, 197.67935660828982)","(0.007300952476039138, 172.17566596298076)","(0.00703968743722909, 146.32906176113417)","(0.0075991384904468716, 136.3560340393539)","(0.006051367074206359, 194.85991798687564)","(0.006987955593863745, 164.37749158201632)","(0.005982564306638907, 185.06153202539082)","(0.005923378042660087, 188.238625715142)","(0.006251260797361418, 178.4882097950861)","(0.008326995974137115, 132.03143801702353)","(0.007580873698488512, 162.8730805118155)","(0.008452769677765776, 134.20541194797394)","(0.006205968550954069, 176.61668147082122)","(0.006813462425737146, 176.78911345828791)","(0.006494714044860887, 179.81749193398343)","(0.006374440371529676, 170.30653707125273)","(0.008263851834696884, 129.8520849168747)","(0.0059809249545475385, 184.32714832874382)","(0.006687696565142167, 171.09084773888645)","(0.0077436411364136025, 128.4905636213959)","(0.00615277371963495, 181.56433468589216)","(0.008455592959840472, 127.33644626163263)","(0.005990818441464726, 187.9666901203101)","(0.007715200466581618, 141.53510211159886)","(0.006062942339519439, 185.89995188952244)","(0.007709206312039457, 133.58710052699232)","(0.00803386640143088, 132.13129154155558)","(0.007757857262334741, 132.57195727295758)","(0.007052576005905649, 157.25994299569132)","(0.0019796678973832385, 871.8549352852554)","(0.00048350934720198843, 2870.5609924882147)","(0.0010864281458763255, 1615.2595798583354)","(0.0004386718304805547, 3422.010111225956)","(0.0026928698182445486, 674.2388478022513)","(0.0017611198031531018, 959.7699125068334)","(0.000990385959951347, 1674.1635282503996)","(0.0010219394215168493, 1620.9827725893954)"
"(0.00919360992611815, 141.19914188232255)","(0.00980784152210313, 128.193128502911)","(0.006902933476813436, 150.2328493802512)","(0.006077694286964396, 189.68620255953488)","(0.006233552529045094, 170.58379502873726)","(0.00716930288230706, 139.55458933617479)","(0.007477202616512343, 133.89406933264806)","(0.005618695286037309, 190.11642402012313)","(0.006600451338446671, 152.11762463246083)","(0.006003234154748162, 175.84010401837028)","(0.006075945100157973, 179.20546350650383)","(0.006568422622544103, 164.8307737798078)","(0.008198541355796765, 128.40092414178434)","(0.007788323571989256, 153.66295403257544)","(0.008094262575965792, 131.3648540323294)","(0.0061553990223807585, 162.5112670628187)","(0.0072457134095660035, 162.42219032310823)","(0.006257205417375836, 172.73754557412624)","(0.006088890284986187, 160.26247150010175)","(0.008029013803231271, 129.26095414153704)","(0.006237333119017741, 176.301570322041)","(0.006393306059378938, 161.68320829870493)","(0.007731652096863474, 126.68042006691648)","(0.006189489070847331, 171.3161834497847)","(0.00806834011009203, 124.63383152619453)","(0.006128938959662527, 178.88249095486287)","(0.007316222493588512, 133.88323770723048)","(0.005911643962547664, 174.40890173858185)","(0.007458732191629207, 128.6589135745749)","(0.007771797004463759, 130.08034626528112)","(0.007620186027073511, 127.709859675142)","(0.007087207108199631, 144.34727918693235)","(0.001659667198303228, 1054.7817901562692)","(0.0003791110819685987, 4206.108729832643)","(0.0007156775543211349, 2447.595297513463)","(0.0012434129124920658, 1185.1315834263166)","(0.0027343043843933304, 666.8010842021822)","(0.002334174665595072, 791.5352418136735)","(0.0016250295032616505, 1136.8501092846413)","(0.003976052345360549, 458.23772653437806)"
"(0.008992782769742544, 145.2860171409191)","(0.009361981261413502, 133.7767212980886)","(0.007244721597547091, 151.48788491681287)","(0.006170479190849945, 193.74175670821347)","(0.008363428225041209, 155.7435405690554)","(0.007215812292740563, 139.96893421946004)","(0.007614533461747184, 134.55369780408589)","(0.006362397484884916, 188.97030051451517)","(0.007446588781117627, 155.13808633546677)","(0.006186120927963994, 178.72055090056904)","(0.006107269787870137, 182.81120214463593)","(0.006548419953551995, 169.53331299545843)","(0.007990246605329035, 130.11296285473483)","(0.007680864544464196, 157.11145753435983)","(0.008288266030875298, 133.41200351171415)","(0.006478453929837383, 163.4910211396593)","(0.006743611712740238, 169.00134487898003)","(0.006608613439883944, 171.4743065499825)","(0.00666077336442012, 158.90834283856768)","(0.00807067580906885, 130.14195186477139)","(0.006472866356411741, 179.5671407576955)","(0.007404163716363721, 160.096995136266)","(0.0076762512516582, 129.00787311083604)","(0.006429718181280033, 174.52125662083506)","(0.008351021383927395, 128.10232852411445)","(0.006827270191637205, 178.61542224199542)","(0.008424242635823897, 138.7085757313642)","(0.00631266322248936, 177.53408552593135)","(0.007609692096064711, 130.6755301569319)","(0.009014367875923699, 137.16096422108407)","(0.007566278078420636, 130.9655347029446)","(0.007344506666253912, 146.86122946190798)","(0.0009199213827219444, 1913.6324475473714)","(0.0003610661271487323, 4083.8515317455344)","(0.0017707344907977904, 993.188801025404)","(0.0009922666159254288, 1533.399696678476)","(0.001242439438337638, 1465.0070378478517)","(0.0015433942171426715, 1193.7217948227549)","(0.001792467270192816, 1028.3462154749488)","(0.0027163735068317808, 668.1933021184027)"
"(0.0075275530348426845, 170.58980241523122)","(0.009456421890950875, 137.7651365511484)","(0.006494446494893989, 169.70072422986598)","(0.005394857124291572, 206.52718707501393)","(0.0070815382738723745, 175.5138167003908)","(0.006748413437351765, 149.9604266413475)","(0.007422687925251066, 139.58026938907884)","(0.005343728943921582, 199.07592078600288)","(0.0062970283485207995, 167.49152148564653)","(0.005269712637027125, 188.26764778132258)","(0.005256046681397478, 192.34997035069773)","(0.005662935971927619, 182.76618540880276)","(0.007988161856826352, 134.48980161084745)","(0.00585131662814269, 193.425334017932)","(0.00803769697476452, 139.61622592730447)","(0.005399345180055798, 181.32577142379373)","(0.005435546021057554, 200.57797016143914)","(0.005383942653028845, 188.71328230652873)","(0.005479398030225982, 173.62627422505003)","(0.008214013162122093, 132.46893155706127)","(0.0056307065732214496, 189.73786529138863)","(0.005964894057342582, 178.74797852331642)","(0.007598932381780709, 131.92704963110026)","(0.005474037264662459, 182.10580519730874)","(0.008175031244715561, 128.72859031129957)","(0.005439686284169213, 193.8677944648111)","(0.007184090000953847, 142.1413207022355)","(0.0052221826384259125, 187.6515273215379)","(0.007396954045764407, 138.79219219571326)","(0.008023768142512747, 133.79245989949254)","(0.007480833260656705, 138.37747602178965)","(0.006381711955310648, 161.7855951001069)","(0.00036237489260215056, 4550.065809064118)","(0.0005333341964898583, 2230.490502136743)","(0.0004421904640614958, 3905.1780898819843)","(0.0009921219683668118, 1645.166715404121)","(0.0009124638713550898, 1989.961224231448)","(0.0013138579208426817, 1296.2965387174343)","(0.0009001756409928394, 1854.3447630515702)","(0.0016071430671876017, 1016.4940939950445)"
"(0.01032727498961062, 133.72482895972678)","(0.010769550169812242, 123.76467711506993)","(0.007247092976360465, 158.48006161437246)","(0.005682229899038638, 206.07732124497085)","(0.007757378409013172, 165.26552439086248)","(0.006849689243457521, 151.70091351079785)","(0.00765236129880659, 138.30086765073952)","(0.006024625951191478, 197.7063245724017)","(0.006987744607834199, 164.41333905353102)","(0.005841738787793674, 188.42457501568964)","(0.005762292565132934, 193.32787834218178)","(0.005899027211556988, 183.30796906763865)","(0.008067591390742748, 133.15416979520498)","(0.007202112304322966, 170.66369812321216)","(0.008424566206457113, 135.04604293431413)","(0.006149077888452518, 175.63992891910735)","(0.006135282870500375, 191.64018641238323)","(0.006505473194169369, 180.7289244973755)","(0.006260238584438863, 170.8481786220508)","(0.008378765008884768, 134.2069598238955)","(0.005915358452412346, 191.7168919205551)","(0.006814235943116916, 172.0053591343372)","(0.007458354659217479, 131.3432392870396)","(0.006007659483594153, 184.43094808863236)","(0.008383028493087747, 127.57496288740312)","(0.005928548503880014, 192.45883168674447)","(0.007579317280791623, 140.64812158158887)","(0.006000103435867202, 184.69788057449955)","(0.007411573333824523, 133.3476276564794)","(0.007723205971009734, 136.4574081361992)","(0.007436107355980456, 133.76827203540856)","(0.007136939523932927, 153.79379157634403)","(0.0005288854965914102, 3229.097388208706)","(0.0009672472856854017, 1486.8260440792264)","(0.0012213128227275558, 1451.4570937112214)","(0.0005470961158513565, 2668.672774034072)","(0.0009600487595065221, 1869.7154720066899)","(0.0007307567584834015, 2405.1922654028654)","(0.0006263094594040632, 2795.727186105786)","(0.004354615977927476, 384.5151176057127)"
"(0.009410214882126375, 141.5518696222011)","(0.009411429072391146, 132.624348122428)","(0.007768020097936571, 150.88816152368426)","(0.00648305167020309, 186.31099363063103)","(0.009953530122274288, 139.29005843260046)","(0.007335760799127379, 138.82978263394193)","(0.007758300585907043, 133.79936786935713)","(0.006303317263986135, 184.94850571082785)","(0.006975221647271122, 152.65518108961177)","(0.006376479352301758, 174.15501890317634)","(0.006261069293790034, 179.70465176546278)","(0.006686084595614431, 163.5175989178065)","(0.00776439796825919, 132.20574720206756)","(0.007769959503682275, 155.8654804706935)","(0.008150244663782563, 135.07787134357594)","(0.006616302462783603, 165.0023189529084)","(0.006800676463386107, 168.10272979775306)","(0.006718352047924466, 172.70980132234388)","(0.006743326678627414, 160.93595301468068)","(0.007710129129504943, 133.9606947179376)","(0.006452085500085648, 174.7200106067769)","(0.00694634588770186, 161.54408852820575)","(0.0075587281815336195, 130.5517354196469)","(0.00663904377093891, 169.38111417617446)","(0.008235646331340109, 125.12035844845221)","(0.006662952389242012, 176.08407803502556)","(0.0077207768517461315, 134.32218583199437)","(0.006523589573324864, 173.7341118705027)","(0.007613178638408382, 130.74780231365304)","(0.0078500117234458, 132.01116348853233)","(0.0076026693487222, 130.52085260034423)","(0.007377579385029334, 147.47239086572867)","(0.0007209814338518945, 2464.762917667502)","(0.0002965059173879828, 5021.858949497357)","(0.0012895819273830498, 1362.961437442078)","(0.0010951413685206537, 1375.6358150359665)","(0.0012056670967654358, 1508.160759858916)","(0.0018644542671163518, 933.4534978715392)","(0.0012973865253600033, 1340.597456165056)","(0.001393312800044027, 1196.6993894416846)"
"(0.01159040492840513, 122.2303791758638)","(0.011620238780281556, 117.79462279079145)","(0.00837292218804117, 145.441196200989)","(0.0074465728839650065, 175.34380838032962)","(0.009749500711788548, 140.68585074483403)","(0.007619461075502823, 142.27349018525396)","(0.008145107928920247, 136.11349183858172)","(0.007458877884451282, 172.61111426442054)","(0.007987283130486179, 149.43055998914758)","(0.007055901595689451, 168.7967981959846)","(0.00713761907868113, 169.95418695178265)","(0.007215457661201589, 163.60291385338172)","(0.008385516477220266, 131.29731655146725)","(0.008592431447761043, 149.83941937980177)","(0.008882407612301373, 134.2387672580235)","(0.007104278841084434, 160.53141712998936)","(0.007655346645288219, 163.36329058200934)","(0.007812666092817977, 161.04804746487162)","(0.0070744282764381465, 157.62114374008644)","(0.008735132211878322, 132.1652366987349)","(0.007436168743471927, 166.13370748727277)","(0.00804031883849269, 152.2888275905777)","(0.007721880932661517, 129.99216423719022)","(0.007156125922036293, 165.36104678408333)","(0.008979485414133936, 128.3693041576161)","(0.008276879857847225, 159.6980130601344)","(0.009908156830719776, 132.72477332029763)","(0.007069325825010929, 167.0922291783677)","(0.0077308559916818955, 133.0297741487592)","(0.010262054207626143, 130.07543093658794)","(0.007601317695131225, 132.23394533920577)","(0.007618485524826019, 146.3251054478083)","(0.0019891908213182847, 889.0822174306542)","(0.0016175427875954752, 956.103236104705)","(0.0002741713835571212, 6333.580562112919)","(0.00039446863780852266, 3670.697388389979)","(0.002707874870313847, 666.6283008839883)","(0.0014843867899754152, 1189.8938521275645)","(0.00153734942075719, 1145.263988570229)","(0.0009759799473191605, 1729.7373075704932)"
"(0.009104368498263115, 146.95817825964124)","(0.009752252677998827, 131.46942131702616)","(0.007042603904086285, 160.16701783352806)","(0.005726147959035364, 198.1399038066445)","(0.008492276948503949, 156.3312759355689)","(0.006862816485397343, 148.60802671561106)","(0.0076047165325092165, 138.97258906046818)","(0.005825676488056488, 191.583377523411)","(0.00693468725566912, 160.75630514030533)","(0.0057913068627830746, 179.0676830936316)","(0.005681508595837054, 184.39317369685986)","(0.006118032596176567, 173.28902854676707)","(0.007923679508775544, 131.72168534824456)","(0.006996736909196477, 167.86892435272583)","(0.008101067699952159, 137.6205278363032)","(0.006074126425449992, 169.98984714783288)","(0.006180411999156161, 184.4360122771)","(0.006091527496969118, 180.22879988001355)","(0.006084902920975806, 168.40934524479556)","(0.007971396049034735, 132.90457839056583)","(0.005916515577127615, 181.0746785201486)","(0.006386608461454057, 165.21451081669764)","(0.0075264285086630795, 131.1419311676753)","(0.0059744509675887635, 175.18053708227922)","(0.008057513053923672, 127.70659934926294)","(0.005845505650349511, 184.18769216718061)","(0.007490896431885097, 141.77010582583804)","(0.005899994774450186, 178.53750176457416)","(0.007592038459413354, 136.22018735163124)","(0.007939643229092196, 135.32711264997994)","(0.0075713546642178055, 135.9585537331304)","(0.007064268528830584, 152.95883348448567)","(0.0013199741010436975, 1310.1172391179691)","(0.0010072586068899502, 1328.2814095297915)","(0.00032880055396115366, 5273.614821418461)","(0.002482054245881623, 640.6852108955628)","(0.0032726778974776715, 552.1591014680117)","(0.0023955825428132976, 731.876107562096)","(0.001580803632282015, 1108.5102477320195)","(0.00336580437149428, 498.9322817578755)"
"(0.009393005585000782, 140.9526193695108)","(0.009508590185270218, 132.2219802047875)","(0.006617244990811971, 152.77021103662136)","(0.005567652111816864, 200.178805383974)","(0.006114225818964086, 174.2031786237586)","(0.007097647615554293, 143.0029506833629)","(0.007422020081788019, 133.7321767315867)","(0.005230264650714739, 197.5025913351261)","(0.006255214816834192, 152.42630510877737)","(0.005731818165179717, 182.75810244920527)","(0.005754425487095529, 185.0380532236528)","(0.006156821894886713, 168.67766406481047)","(0.007615283330954444, 131.51028357034318)","(0.007676763094677961, 154.3201323377635)","(0.008066404455838765, 135.31332031341256)","(0.005896981658915522, 166.71994158672223)","(0.006408703209126777, 175.8366764635386)","(0.005949564819918566, 182.84255215105063)","(0.0059362327622634915, 165.33525554229928)","(0.007788977871036258, 133.5632207798721)","(0.005989056309225291, 182.57361322876704)","(0.00626539312788192, 165.1565663397221)","(0.00738144474050532, 130.26794242432157)","(0.005948491496893883, 178.01713399509381)","(0.008024727734728284, 126.49916242779786)","(0.005958236083369262, 188.2467463723988)","(0.0073189255815229995, 135.428499942359)","(0.005617708226109313, 179.92566736342073)","(0.007246231809859196, 129.41538952667705)","(0.008001327083342934, 134.0400995873811)","(0.0072982486757064875, 129.13541901680134)","(0.006962411380813862, 142.78105414035767)","(0.0008069062444995602, 2178.1708581860685)","(0.0007656424257899328, 2002.3126295676652)","(0.0007359458486276629, 2258.2578000861135)","(0.0010229421415301955, 1491.162198603181)","(0.002229016463352493, 824.2243214704378)","(0.0011502636772669948, 1485.1117352578265)","(0.0014057692198259821, 1205.2524986984574)","(0.0025835911142945535, 643.9397949110636)"
"(0.008475353797969572, 155.7742833426227)","(0.009716308789134032, 133.2297384962522)","(0.0069792708069322555, 162.4812782739022)","(0.004771891628863076, 236.00647981131337)","(0.006801405942513369, 183.69526280328748)","(0.0064168465067848835, 159.63576699264436)","(0.007235541090843525, 139.3031200887062)","(0.0047562676722733834, 229.82634079050348)","(0.00583699770722292, 171.76777055698219)","(0.005172901329309827, 209.8834996968919)","(0.004993551207761053, 217.0675490113961)","(0.005164129762572696, 197.92195564054975)","(0.007632434412376245, 136.9103552985575)","(0.006280232365142152, 185.82076829484987)","(0.008083752962044537, 137.70631491881647)","(0.00571581561604997, 189.84677748847935)","(0.005140884100257971, 216.7073446013329)","(0.0054652477779828885, 205.78815360708467)","(0.005911273562060599, 179.6571978967399)","(0.0077547742918401535, 139.2543205758339)","(0.00516511098560586, 212.07440579912685)","(0.005995730625302971, 181.9952438975389)","(0.007290615407947631, 136.8701201163566)","(0.005450104580756885, 200.5505709827851)","(0.008224729204271067, 126.77905500193414)","(0.005234288975550895, 214.30837467395926)","(0.0073108632767935515, 136.17202449025802)","(0.005451651232168247, 204.15478592963441)","(0.007510920675838502, 131.89315362079492)","(0.0073697108906893545, 134.86063554796135)","(0.007289823468796724, 135.2292683272882)","(0.006992380109196559, 154.19111043085786)","(0.0012686445595215552, 1389.135865963061)","(0.00043983575230828676, 2874.9159523514923)","(0.0004472096038357493, 3852.114959278822)","(0.0006415203910303685, 2428.5502364393237)","(0.0024387022744868925, 748.0049479855421)","(0.003214512604367422, 573.2423620431272)","(0.0017978479462153851, 1024.9858420696664)","(0.005289731734728402, 341.7184884790508)"
